position,track_name,artist,streams,year,month,day,danceability,energy,speechiness,acousticness,valence,tempo
6,MIA (feat. Drake),Bad Bunny,2791349,2018,12,17,0.817,0.539,0.0621,0.0141,0.158,97.062
7,ZEZE (feat. Travis Scott & Offset),Kodak Black,2702738,2018,12,17,0.861,0.603,0.176,0.0521,0.504,98.043
8,SICKO MODE,Travis Scott,2691991,2018,12,17,0.834,0.73,0.222,0.00513,0.446,155.008
9,Last Christmas,Wham!,2571678,2018,12,17,0.735,0.478,0.0293,0.189,0.947,107.682
10,Happier,Marshmello,2483944,2018,12,17,0.687,0.792,0.0452,0.191,0.671,100.015
11,Sweet but Psycho,Ava Max,2483658,2018,12,17,0.719,0.704,0.0476,0.0691,0.628,133.002
12,imagine,Ariana Grande,2366220,2018,12,17,0.714,0.474,0.039,0.374,0.376,62.484
13,Going Bad (feat. Drake),Meek Mill,2348491,2018,12,17,0.889,0.496,0.0905,0.259,0.544,86.003
14,Santa Tell Me,Ariana Grande,2251990,2018,12,17,0.506,0.628,0.173,0.0545,0.556,191.708
15,Adan y Eva,Paulo Londra,2250962,2018,12,17,0.767,0.709,0.336,0.323,0.72,171.993
16,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,1995706,2018,12,17,0.703,0.723,0.0412,0.0302,0.288,104.969
17,Shallow,Lady Gaga,1968721,2018,12,17,0.572,0.385,0.0308,0.371,0.323,95.799
18,Mo Bamba,Sheck Wes,1958108,2018,12,17,0.729,0.625,0.0315,0.194,0.261,146.034
19,Drip Too Hard (Lil Baby & Gunna),Lil Baby,1955751,2018,12,17,0.896,0.671,0.289,0.103,0.358,112.502
20,It's Beginning to Look a Lot Like Christmas,Michael Bublé,1952047,2018,12,17,0.35,0.232,0.0331,0.907,0.381,93.269
21,when the party's over,Billie Eilish,1845216,2018,12,17,0.498,0.104,0.0621,0.979,0.205,124.001
22,Jingle Bell Rock,Bobby Helms,1820552,2018,12,17,0.754,0.424,0.0363,0.643,0.806,119.705
23,Rockin' Around The Christmas Tree,Brenda Lee,1792336,2018,12,17,0.589,0.472,0.0502,0.614,0.898,67.196
24,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,1772571,2018,12,17,0.601,0.794,0.0671,0.00987,0.244,114.066
25,Eastside (with Halsey & Khalid),benny blanco,1769600,2018,12,17,0.632,0.686,0.243,0.549,0.329,89.949
26,Better,Khalid,1758570,2018,12,17,0.596,0.552,0.097,0.0765,0.112,97.949
27,Lucid Dreams,Juice WRLD,1748491,2018,12,17,0.511,0.566,0.2,0.349,0.218,83.903
28,Bohemian Rhapsody - Remastered 2011,Queen,1741901,2018,12,17,0.397,0.396,0.05,0.254,0.227,142.913
29,SAD!,XXXTENTACION,1697300,2018,12,17,0.74,0.613,0.145,0.258,0.473,75.023
30,Girls Like You (feat. Cardi B),Maroon 5,1697287,2018,12,17,0.851,0.541,0.0505,0.568,0.448,124.959
31,It's the Most Wonderful Time of the Year,Andy Williams,1694927,2018,12,17,0.24,0.598,0.037,0.766,0.776,202.082
32,whoa (mind in awe),XXXTENTACION,1692192,2018,12,17,0.735,0.525,0.0441,0.653,0.369,160.147
33,High Hopes,Panic! At The Disco,1681584,2018,12,17,0.579,0.904,0.0618,0.193,0.681,82.014
34,Calma - Remix,Pedro Capó,1658406,2018,12,17,0.826,0.773,0.0524,0.323,0.761,126.899
35,Do They Know It's Christmas? - 1984 Version,Band Aid,1646068,2018,12,17,0.599,0.642,0.0363,0.164,0.349,115.412
36,Better Now,Post Malone,1638331,2018,12,17,0.68,0.563,0.0454,0.354,0.374,145.028
37,BAD!,XXXTENTACION,1544015,2018,12,17,0.78,0.492,0.0671,0.0643,0.374,143.983
38,Mistletoe,Justin Bieber,1537202,2018,12,17,0.658,0.56,0.0467,0.498,0.854,161.994
39,Moonlight,XXXTENTACION,1490312,2018,12,17,0.921,0.537,0.0804,0.556,0.711,128.009
40,In My Mind,Dynoro,1486475,2018,12,17,0.694,0.77,0.149,0.176,0.163,125.905
41,Be Alright,Dean Lewis,1478232,2018,12,17,0.553,0.586,0.0362,0.697,0.443,126.684
42,Leave Me Alone,Flipp Dinero,1461253,2018,12,17,0.792,0.743,0.0851,0.107,0.742,150.024
43,KIKA (feat. Tory Lanez),6ix9ine,1460933,2018,12,17,0.745,0.715,0.245,0.128,0.342,94.513
44,Wake Up in the Sky,Gucci Mane,1451206,2018,12,17,0.8,0.578,0.0485,0.00381,0.367,143.01
45,Happy Xmas (War Is Over) - Remastered,John Lennon,1437840,2018,12,17,0.328,0.607,0.0315,0.319,0.395,146.539
46,Ella Quiere Beber - Remix,Anuel Aa,1358963,2018,12,17,0.751,0.665,0.124,0.265,0.698,95.239
47,Bad Liar,Imagine Dragons,1351927,2018,12,17,0.383,0.637,0.0703,0.0722,0.0827,177.913
48,Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,Paul McCartney,1347707,2018,12,17,0.774,0.511,0.0319,0.322,0.771,94.736
49,BEBE (feat. Anuel Aa),6ix9ine,1317473,2018,12,17,0.635,0.902,0.109,0.172,0.286,102.063
50,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,1299279,2018,12,17,0.574,0.758,0.0621,0.0969,0.492,144.111
51,Vaina Loca,Ozuna,1299225,2018,12,17,0.754,0.805,0.0752,0.315,0.555,93.983
52,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,1291168,2018,12,17,0.603,0.321,0.0599,0.881,0.844,143.104
53,Promises (with Sam Smith),Calvin Harris,1276053,2018,12,17,0.781,0.768,0.0394,0.0119,0.486,123.07
54,lovely,Billie Eilish,1272798,2018,12,17,0.351,0.296,0.0333,0.934,0.12,115.284
55,rockstar (feat. 21 Savage),Post Malone,1268931,2018,12,17,0.587,0.535,0.0898,0.117,0.14,159.847
56,Ruin My Life,Zara Larsson,1254110,2018,12,17,0.665,0.699,0.0578,0.423,0.585,124.896
57,Let You Love Me,Rita Ora,1233204,2018,12,17,0.531,0.854,0.198,0.288,0.456,94.419
58,Youngblood,5 Seconds of Summer,1233176,2018,12,17,0.596,0.854,0.463,0.0169,0.152,120.274
59,Taste (feat. Offset),Tyga,1229687,2018,12,17,0.884,0.559,0.12,0.0236,0.342,97.994
60,I Like It,Cardi B,1222828,2018,12,17,0.816,0.726,0.129,0.099,0.65,136.048
61,Driving Home for Christmas,Chris Rea,1206623,2018,12,17,0.497,0.661,0.0361,0.328,0.894,180.225
62,Jocelyn Flores,XXXTENTACION,1206231,2018,12,17,0.872,0.391,0.242,0.469,0.437,134.021
63,In My Feelings,Drake,1198343,2018,12,17,0.835,0.626,0.125,0.0589,0.35,91.03
64,God's Plan,Drake,1197745,2018,12,17,0.754,0.449,0.109,0.0332,0.357,77.169
65,Saturday Nights,Khalid,1186360,2018,12,17,0.551,0.44,0.0985,0.606,0.341,167.923
66,Kiss and Make Up,Dua Lipa,1172579,2018,12,17,0.675,0.729,0.146,0.0557,0.63,99.986
67,Natural,Imagine Dragons,1156714,2018,12,17,0.704,0.611,0.0409,0.217,0.22,100
68,White Christmas,Bing Crosby,1150351,2018,12,17,0.317,0.158,0.0381,0.673,0.247,130.503
69,TIC TOC (feat. Lil Baby),6ix9ine,1135605,2018,12,17,0.82,0.691,0.0723,0.0115,0.683,142.027
70,Love Someone,Lukas Graham,1134432,2018,12,17,0.538,0.409,0.0505,0.172,0.265,171.838
71,Holly Jolly Christmas,Michael Bublé,1125491,2018,12,17,0.647,0.465,0.0428,0.865,0.699,151.251
72,Nonstop,Drake,1125172,2018,12,17,0.912,0.412,0.124,0.0164,0.422,154.983
73,"FEFE (feat. Nicki Minaj, Murda Beatz)",6ix9ine,1109996,2018,12,17,0.931,0.387,0.412,0.088,0.376,125.978
74,Adictiva,Daddy Yankee,1099559,2018,12,17,0.788,0.771,0.0563,0.291,0.701,99.038
75,no tears left to cry,Ariana Grande,1093680,2018,12,17,0.699,0.713,0.0594,0.04,0.354,121.993
76,Have Yourself A Merry Little Christmas,Sam Smith,1086196,2018,12,17,0.399,0.181,0.0416,0.953,0.318,145.512
77,Cuando Te Besé,Becky G,1078437,2018,12,17,0.772,0.732,0.213,0.307,0.295,100.048
78,Falling Down - Bonus Track,Lil Peep,1070988,2018,12,17,0.669,0.574,0.0286,0.0175,0.273,120.013
79,Imposible,Luis Fonsi,1057387,2018,12,17,0.786,0.764,0.0798,0.122,0.913,90.979
80,Happy Now,Kygo,1048516,2018,12,17,0.693,0.575,0.0801,0.374,0.492,117.999
81,breathin,Ariana Grande,1047262,2018,12,17,0.568,0.656,0.0433,0.0211,0.364,100.049
82,Bubalu,Becky G,1043762,2018,12,17,0.8,0.355,0.0895,0.616,0.253,145.929
83,The Christmas Song (Merry Christmas To You),Nat King Cole,1041370,2018,12,17,0.319,0.21,0.0341,0.92,0.209,78.696
84,Another One Bites The Dust - Remastered 2011,Queen,1025228,2018,12,17,0.933,0.528,0.161,0.112,0.754,109.967
85,Psycho (feat. Ty Dolla $ign),Post Malone,1024643,2018,12,17,0.739,0.559,0.117,0.58,0.439,140.124
86,idontwannabeyouanymore,Billie Eilish,1023049,2018,12,17,0.483,0.412,0.0402,0.737,0.247,170.163
87,MoshPit (feat. Juice WRLD),Kodak Black,1022354,2018,12,17,0.769,0.627,0.262,0.394,0.49,157.938
88,Armed And Dangerous,Juice WRLD,1020347,2018,12,17,0.736,0.67,0.311,0.186,0.845,130.032
89,Feliz Navidad,José Feliciano,1016869,2018,12,17,0.485,0.857,0.0442,0.534,0.963,148.749
90,Beautiful (feat. Camila Cabello),Bazzi,1005403,2018,12,17,0.638,0.717,0.0337,0.346,0.249,100.027
91,A Holly Jolly Christmas - Single Version,Burl Ives,1005308,2018,12,17,0.674,0.37,0.0309,0.616,0.862,140.352
92,Woman Like Me (feat. Nicki Minaj),Little Mix,999303,2018,12,17,0.754,0.854,0.0608,0.177,0.8,75.002
93,Underneath the Tree,Kelly Clarkson,991526,2018,12,17,0.509,0.812,0.0537,0.0013,0.689,159.876
94,Te Boté - Remix,Nio Garcia,991477,2018,12,17,0.903,0.675,0.214,0.542,0.442,96.507
95,God is a woman,Ariana Grande,988305,2018,12,17,0.602,0.658,0.0558,0.0233,0.268,145.031
96,2002,Anne-Marie,986062,2018,12,17,0.697,0.683,0.117,0.0372,0.603,96.133
97,Shape of You,Ed Sheeran,970969,2018,12,17,0.825,0.652,0.0802,0.581,0.931,95.977
98,Believer,Imagine Dragons,967158,2018,12,17,0.776,0.78,0.128,0.0622,0.666,124.949
99,One Kiss (with Dua Lipa),Calvin Harris,964722,2018,12,17,0.791,0.862,0.11,0.037,0.592,123.994
100,SOLO,JENNIE,963491,2018,12,17,0.751,0.642,0.087,0.0861,0.388,95.045
1,"thank u, next",Ariana Grande,5164801,2018,12,18,0.724,0.647,0.0658,0.28,0.435,106.96
2,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,3689092,2018,12,18,0.76,0.479,0.0466,0.556,0.913,89.911
3,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,3569691,2018,12,18,0.841,0.798,0.229,0.153,0.591,95.948
4,All I Want for Christmas Is You,Mariah Carey,3383765,2018,12,18,0.335,0.625,0.0386,0.164,0.346,150.277
5,Without Me,Halsey,3376810,2018,12,18,0.752,0.488,0.0705,0.297,0.533,136.041
6,MIA (feat. Drake),Bad Bunny,2864290,2018,12,18,0.817,0.539,0.0621,0.0141,0.158,97.062
7,SICKO MODE,Travis Scott,2785842,2018,12,18,0.834,0.73,0.222,0.00513,0.446,155.008
8,ZEZE (feat. Travis Scott & Offset),Kodak Black,2711308,2018,12,18,0.861,0.603,0.176,0.0521,0.504,98.043
9,Last Christmas,Wham!,2683816,2018,12,18,0.735,0.478,0.0293,0.189,0.947,107.682
10,Happier,Marshmello,2545005,2018,12,18,0.687,0.792,0.0452,0.191,0.671,100.015
11,Sweet but Psycho,Ava Max,2499990,2018,12,18,0.719,0.704,0.0476,0.0691,0.628,133.002
12,Going Bad (feat. Drake),Meek Mill,2382174,2018,12,18,0.889,0.496,0.0905,0.259,0.544,86.003
13,Santa Tell Me,Ariana Grande,2345902,2018,12,18,0.506,0.628,0.173,0.0545,0.556,191.708
14,Adan y Eva,Paulo Londra,2339739,2018,12,18,0.767,0.709,0.336,0.323,0.72,171.993
15,imagine,Ariana Grande,2339274,2018,12,18,0.714,0.474,0.039,0.374,0.376,62.484
16,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,2032066,2018,12,18,0.703,0.723,0.0412,0.0302,0.288,104.969
17,It's Beginning to Look a Lot Like Christmas,Michael Bublé,2027989,2018,12,18,0.35,0.232,0.0331,0.907,0.381,93.269
18,Drip Too Hard (Lil Baby & Gunna),Lil Baby,1995931,2018,12,18,0.896,0.671,0.289,0.103,0.358,112.502
19,Shallow,Lady Gaga,1986326,2018,12,18,0.572,0.385,0.0308,0.371,0.323,95.799
20,Mo Bamba,Sheck Wes,1966949,2018,12,18,0.729,0.625,0.0315,0.194,0.261,146.034
21,Rockin' Around The Christmas Tree,Brenda Lee,1864916,2018,12,18,0.589,0.472,0.0502,0.614,0.898,67.196
22,when the party's over,Billie Eilish,1860506,2018,12,18,0.498,0.104,0.0621,0.979,0.205,124.001
23,Jingle Bell Rock,Bobby Helms,1839692,2018,12,18,0.754,0.424,0.0363,0.643,0.806,119.705
24,Eastside (with Halsey & Khalid),benny blanco,1836840,2018,12,18,0.632,0.686,0.243,0.549,0.329,89.949
25,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,1830039,2018,12,18,0.601,0.794,0.0671,0.00987,0.244,114.066
26,Bohemian Rhapsody - Remastered 2011,Queen,1775662,2018,12,18,0.397,0.396,0.05,0.254,0.227,142.913
27,Lucid Dreams,Juice WRLD,1760456,2018,12,18,0.511,0.566,0.2,0.349,0.218,83.903
28,Better,Khalid,1757803,2018,12,18,0.596,0.552,0.097,0.0765,0.112,97.949
29,Calma - Remix,Pedro Capó,1752799,2018,12,18,0.826,0.773,0.0524,0.323,0.761,126.899
30,Girls Like You (feat. Cardi B),Maroon 5,1742629,2018,12,18,0.851,0.541,0.0505,0.568,0.448,124.959
31,It's the Most Wonderful Time of the Year,Andy Williams,1736195,2018,12,18,0.24,0.598,0.037,0.766,0.776,202.082
32,SAD!,XXXTENTACION,1730384,2018,12,18,0.74,0.613,0.145,0.258,0.473,75.023
33,High Hopes,Panic! At The Disco,1711629,2018,12,18,0.579,0.904,0.0618,0.193,0.681,82.014
34,Do They Know It's Christmas? - 1984 Version,Band Aid,1707546,2018,12,18,0.599,0.642,0.0363,0.164,0.349,115.412
35,Better Now,Post Malone,1672761,2018,12,18,0.68,0.563,0.0454,0.354,0.374,145.028
36,whoa (mind in awe),XXXTENTACION,1668169,2018,12,18,0.735,0.525,0.0441,0.653,0.369,160.147
37,Mistletoe,Justin Bieber,1583062,2018,12,18,0.658,0.56,0.0467,0.498,0.854,161.994
38,Happy Xmas (War Is Over) - Remastered,John Lennon,1525894,2018,12,18,0.328,0.607,0.0315,0.319,0.395,146.539
39,In My Mind,Dynoro,1518042,2018,12,18,0.694,0.77,0.149,0.176,0.163,125.905
40,Moonlight,XXXTENTACION,1509657,2018,12,18,0.921,0.537,0.0804,0.556,0.711,128.009
41,Leave Me Alone,Flipp Dinero,1508597,2018,12,18,0.792,0.743,0.0851,0.107,0.742,150.024
42,Be Alright,Dean Lewis,1507658,2018,12,18,0.553,0.586,0.0362,0.697,0.443,126.684
43,BAD!,XXXTENTACION,1497816,2018,12,18,0.78,0.492,0.0671,0.0643,0.374,143.983
44,Wake Up in the Sky,Gucci Mane,1486874,2018,12,18,0.8,0.578,0.0485,0.00381,0.367,143.01
45,KIKA (feat. Tory Lanez),6ix9ine,1467599,2018,12,18,0.745,0.715,0.245,0.128,0.342,94.513
46,Ella Quiere Beber - Remix,Anuel Aa,1412723,2018,12,18,0.751,0.665,0.124,0.265,0.698,95.239
47,Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,Paul McCartney,1401298,2018,12,18,0.774,0.511,0.0319,0.322,0.771,94.736
48,Bad Liar,Imagine Dragons,1382308,2018,12,18,0.383,0.637,0.0703,0.0722,0.0827,177.913
49,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,1354575,2018,12,18,0.574,0.758,0.0621,0.0969,0.492,144.111
50,BEBE (feat. Anuel Aa),6ix9ine,1338333,2018,12,18,0.635,0.902,0.109,0.172,0.286,102.063
51,Vaina Loca,Ozuna,1326362,2018,12,18,0.754,0.805,0.0752,0.315,0.555,93.983
52,I Like It,Cardi B,1322435,2018,12,18,0.816,0.726,0.129,0.099,0.65,136.048
53,rockstar (feat. 21 Savage),Post Malone,1316024,2018,12,18,0.587,0.535,0.0898,0.117,0.14,159.847
54,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,1294259,2018,12,18,0.603,0.321,0.0599,0.881,0.844,143.104
55,lovely,Billie Eilish,1293566,2018,12,18,0.351,0.296,0.0333,0.934,0.12,115.284
56,Taste (feat. Offset),Tyga,1283523,2018,12,18,0.884,0.559,0.12,0.0236,0.342,97.994
57,Ruin My Life,Zara Larsson,1281695,2018,12,18,0.665,0.699,0.0578,0.423,0.585,124.896
58,Promises (with Sam Smith),Calvin Harris,1276077,2018,12,18,0.781,0.768,0.0394,0.0119,0.486,123.07
59,Youngblood,5 Seconds of Summer,1268568,2018,12,18,0.596,0.854,0.463,0.0169,0.152,120.274
60,Driving Home for Christmas,Chris Rea,1264170,2018,12,18,0.497,0.661,0.0361,0.328,0.894,180.225
61,God's Plan,Drake,1246053,2018,12,18,0.754,0.449,0.109,0.0332,0.357,77.169
62,Saturday Nights,Khalid,1235409,2018,12,18,0.551,0.44,0.0985,0.606,0.341,167.923
63,In My Feelings,Drake,1225841,2018,12,18,0.835,0.626,0.125,0.0589,0.35,91.03
64,Let You Love Me,Rita Ora,1224955,2018,12,18,0.531,0.854,0.198,0.288,0.456,94.419
65,Kiss and Make Up,Dua Lipa,1224899,2018,12,18,0.675,0.729,0.146,0.0557,0.63,99.986
66,Jocelyn Flores,XXXTENTACION,1216180,2018,12,18,0.872,0.391,0.242,0.469,0.437,134.021
67,White Christmas,Bing Crosby,1185195,2018,12,18,0.317,0.158,0.0381,0.673,0.247,130.503
68,Holly Jolly Christmas,Michael Bublé,1172589,2018,12,18,0.647,0.465,0.0428,0.865,0.699,151.251
69,Natural,Imagine Dragons,1169228,2018,12,18,0.704,0.611,0.0409,0.217,0.22,100
70,Nonstop,Drake,1166160,2018,12,18,0.912,0.412,0.124,0.0164,0.422,154.983
71,no tears left to cry,Ariana Grande,1156926,2018,12,18,0.699,0.713,0.0594,0.04,0.354,121.993
72,Love Someone,Lukas Graham,1156699,2018,12,18,0.538,0.409,0.0505,0.172,0.265,171.838
73,Adictiva,Daddy Yankee,1151670,2018,12,18,0.788,0.771,0.0563,0.291,0.701,99.038
74,Have Yourself A Merry Little Christmas,Sam Smith,1144553,2018,12,18,0.399,0.181,0.0416,0.953,0.318,145.512
75,"FEFE (feat. Nicki Minaj, Murda Beatz)",6ix9ine,1137619,2018,12,18,0.931,0.387,0.412,0.088,0.376,125.978
76,Cuando Te Besé,Becky G,1125775,2018,12,18,0.772,0.732,0.213,0.307,0.295,100.048
77,Imposible,Luis Fonsi,1098958,2018,12,18,0.786,0.764,0.0798,0.122,0.913,90.979
78,Bubalu,Becky G,1072286,2018,12,18,0.8,0.355,0.0895,0.616,0.253,145.929
79,Falling Down - Bonus Track,Lil Peep,1069449,2018,12,18,0.669,0.574,0.0286,0.0175,0.273,120.013
80,The Christmas Song (Merry Christmas To You),Nat King Cole,1067917,2018,12,18,0.319,0.21,0.0341,0.92,0.209,78.696
81,Feliz Navidad,José Feliciano,1066378,2018,12,18,0.485,0.857,0.0442,0.534,0.963,148.749
82,Happy Now,Kygo,1065739,2018,12,18,0.693,0.575,0.0801,0.374,0.492,117.999
83,breathin,Ariana Grande,1062086,2018,12,18,0.568,0.656,0.0433,0.0211,0.364,100.049
84,TIC TOC (feat. Lil Baby),6ix9ine,1061142,2018,12,18,0.82,0.691,0.0723,0.0115,0.683,142.027
85,Beautiful (feat. Camila Cabello),Bazzi,1058274,2018,12,18,0.638,0.717,0.0337,0.346,0.249,100.027
86,Psycho (feat. Ty Dolla $ign),Post Malone,1050083,2018,12,18,0.739,0.559,0.117,0.58,0.439,140.124
87,Te Boté - Remix,Nio Garcia,1047621,2018,12,18,0.903,0.675,0.214,0.542,0.442,96.507
88,Another One Bites The Dust - Remastered 2011,Queen,1046854,2018,12,18,0.933,0.528,0.161,0.112,0.754,109.967
89,Underneath the Tree,Kelly Clarkson,1043851,2018,12,18,0.509,0.812,0.0537,0.0013,0.689,159.876
90,idontwannabeyouanymore,Billie Eilish,1035958,2018,12,18,0.483,0.412,0.0402,0.737,0.247,170.163
91,Armed And Dangerous,Juice WRLD,1025114,2018,12,18,0.736,0.67,0.311,0.186,0.845,130.032
92,Woman Like Me (feat. Nicki Minaj),Little Mix,1012105,2018,12,18,0.754,0.854,0.0608,0.177,0.8,75.002
93,One Kiss (with Dua Lipa),Calvin Harris,1005901,2018,12,18,0.791,0.862,0.11,0.037,0.592,123.994
94,Desconocidos,Mau y Ricky,1002499,2018,12,18,0.709,0.771,0.166,0.146,0.709,174.006
95,2002,Anne-Marie,1001937,2018,12,18,0.697,0.683,0.117,0.0372,0.603,96.133
96,Shape of You,Ed Sheeran,1001383,2018,12,18,0.825,0.652,0.0802,0.581,0.931,95.977
97,God is a woman,Ariana Grande,1000782,2018,12,18,0.602,0.658,0.0558,0.0233,0.268,145.031
98,A Holly Jolly Christmas - Single Version,Burl Ives,988812,2018,12,18,0.674,0.37,0.0309,0.616,0.862,140.352
99,I Love It (& Lil Pump),Kanye West,987027,2018,12,18,0.901,0.522,0.33,0.0114,0.329,104.053
100,Believer,Imagine Dragons,986380,2018,12,18,0.776,0.78,0.128,0.0622,0.666,124.949
1,"thank u, next",Ariana Grande,5058926,2018,12,19,0.724,0.647,0.0658,0.28,0.435,106.96
2,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,3747766,2018,12,19,0.76,0.479,0.0466,0.556,0.913,89.911
3,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,3640969,2018,12,19,0.841,0.798,0.229,0.153,0.591,95.948
4,All I Want for Christmas Is You,Mariah Carey,3610047,2018,12,19,0.335,0.625,0.0386,0.164,0.346,150.277
5,Without Me,Halsey,3400455,2018,12,19,0.752,0.488,0.0705,0.297,0.533,136.041
6,MIA (feat. Drake),Bad Bunny,2891559,2018,12,19,0.817,0.539,0.0621,0.0141,0.158,97.062
7,Last Christmas,Wham!,2871619,2018,12,19,0.735,0.478,0.0293,0.189,0.947,107.682
8,SICKO MODE,Travis Scott,2841246,2018,12,19,0.834,0.73,0.222,0.00513,0.446,155.008
9,ZEZE (feat. Travis Scott & Offset),Kodak Black,2719952,2018,12,19,0.861,0.603,0.176,0.0521,0.504,98.043
10,Sweet but Psycho,Ava Max,2576870,2018,12,19,0.719,0.704,0.0476,0.0691,0.628,133.002
11,Santa Tell Me,Ariana Grande,2550841,2018,12,19,0.506,0.628,0.173,0.0545,0.556,191.708
12,Happier,Marshmello,2547672,2018,12,19,0.687,0.792,0.0452,0.191,0.671,100.015
13,imagine,Ariana Grande,2428903,2018,12,19,0.714,0.474,0.039,0.374,0.376,62.484
14,Adan y Eva,Paulo Londra,2378911,2018,12,19,0.767,0.709,0.336,0.323,0.72,171.993
15,Going Bad (feat. Drake),Meek Mill,2377523,2018,12,19,0.889,0.496,0.0905,0.259,0.544,86.003
16,It's Beginning to Look a Lot Like Christmas,Michael Bublé,2170690,2018,12,19,0.35,0.232,0.0331,0.907,0.381,93.269
17,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,2038541,2018,12,19,0.703,0.723,0.0412,0.0302,0.288,104.969
18,Shallow,Lady Gaga,2010231,2018,12,19,0.572,0.385,0.0308,0.371,0.323,95.799
19,Rockin' Around The Christmas Tree,Brenda Lee,2007007,2018,12,19,0.589,0.472,0.0502,0.614,0.898,67.196
20,Mo Bamba,Sheck Wes,2000264,2018,12,19,0.729,0.625,0.0315,0.194,0.261,146.034
21,Drip Too Hard (Lil Baby & Gunna),Lil Baby,1992085,2018,12,19,0.896,0.671,0.289,0.103,0.358,112.502
22,Jingle Bell Rock,Bobby Helms,1963579,2018,12,19,0.754,0.424,0.0363,0.643,0.806,119.705
23,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,1868023,2018,12,19,0.601,0.794,0.0671,0.00987,0.244,114.066
24,It's the Most Wonderful Time of the Year,Andy Williams,1864785,2018,12,19,0.24,0.598,0.037,0.766,0.776,202.082
25,when the party's over,Billie Eilish,1861163,2018,12,19,0.498,0.104,0.0621,0.979,0.205,124.001
26,Eastside (with Halsey & Khalid),benny blanco,1859278,2018,12,19,0.632,0.686,0.243,0.549,0.329,89.949
27,Calma - Remix,Pedro Capó,1825615,2018,12,19,0.826,0.773,0.0524,0.323,0.761,126.899
28,Do They Know It's Christmas? - 1984 Version,Band Aid,1822673,2018,12,19,0.599,0.642,0.0363,0.164,0.349,115.412
29,Bohemian Rhapsody - Remastered 2011,Queen,1788194,2018,12,19,0.397,0.396,0.05,0.254,0.227,142.913
30,High Hopes,Panic! At The Disco,1765246,2018,12,19,0.579,0.904,0.0618,0.193,0.681,82.014
31,Better,Khalid,1761628,2018,12,19,0.596,0.552,0.097,0.0765,0.112,97.949
32,Girls Like You (feat. Cardi B),Maroon 5,1740523,2018,12,19,0.851,0.541,0.0505,0.568,0.448,124.959
33,Lucid Dreams,Juice WRLD,1737932,2018,12,19,0.511,0.566,0.2,0.349,0.218,83.903
34,SAD!,XXXTENTACION,1720716,2018,12,19,0.74,0.613,0.145,0.258,0.473,75.023
35,Mistletoe,Justin Bieber,1691483,2018,12,19,0.658,0.56,0.0467,0.498,0.854,161.994
36,Happy Xmas (War Is Over) - Remastered,John Lennon,1674708,2018,12,19,0.328,0.607,0.0315,0.319,0.395,146.539
37,Better Now,Post Malone,1667763,2018,12,19,0.68,0.563,0.0454,0.354,0.374,145.028
38,whoa (mind in awe),XXXTENTACION,1640244,2018,12,19,0.735,0.525,0.0441,0.653,0.369,160.147
39,Be Alright,Dean Lewis,1538226,2018,12,19,0.553,0.586,0.0362,0.697,0.443,126.684
40,In My Mind,Dynoro,1535602,2018,12,19,0.694,0.77,0.149,0.176,0.163,125.905
41,Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,Paul McCartney,1532401,2018,12,19,0.774,0.511,0.0319,0.322,0.771,94.736
42,Moonlight,XXXTENTACION,1509826,2018,12,19,0.921,0.537,0.0804,0.556,0.711,128.009
43,KIKA (feat. Tory Lanez),6ix9ine,1496302,2018,12,19,0.745,0.715,0.245,0.128,0.342,94.513
44,Leave Me Alone,Flipp Dinero,1493377,2018,12,19,0.792,0.743,0.0851,0.107,0.742,150.024
45,Wake Up in the Sky,Gucci Mane,1489484,2018,12,19,0.8,0.578,0.0485,0.00381,0.367,143.01
46,BAD!,XXXTENTACION,1476233,2018,12,19,0.78,0.492,0.0671,0.0643,0.374,143.983
47,Ella Quiere Beber - Remix,Anuel Aa,1445737,2018,12,19,0.751,0.665,0.124,0.265,0.698,95.239
48,Bad Liar,Imagine Dragons,1435732,2018,12,19,0.383,0.637,0.0703,0.0722,0.0827,177.913
49,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,1412127,2018,12,19,0.574,0.758,0.0621,0.0969,0.492,144.111
50,I Like It,Cardi B,1390439,2018,12,19,0.816,0.726,0.129,0.099,0.65,136.048
