position,track_name,artist,streams,year,month,day,danceability,energy,speechiness,acousticness,valence,tempo
1,"thank u, next",Ariana Grande,6950362,2018,12,1,0.724,0.647,0.0658,0.28,0.435,106.96
2,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,4544598,2018,12,1,0.841,0.798,0.229,0.153,0.591,95.948
3,All I Want for Christmas Is You,Mariah Carey,4258617,2018,12,1,0.335,0.625,0.0386,0.164,0.346,150.277
4,MIA (feat. Drake),Bad Bunny,3460946,2018,12,1,0.817,0.539,0.0621,0.0141,0.158,97.062
5,Without Me,Halsey,3000474,2018,12,1,0.752,0.488,0.0705,0.297,0.533,136.041
6,Happier,Marshmello,2896796,2018,12,1,0.687,0.792,0.0452,0.191,0.671,100.015
7,Santa Tell Me,Ariana Grande,2860921,2018,12,1,0.506,0.628,0.173,0.0545,0.556,191.708
8,Last Christmas,Wham!,2808243,2018,12,1,0.735,0.478,0.0293,0.189,0.947,107.682
9,ZEZE (feat. Travis Scott & Offset),Kodak Black,2743038,2018,12,1,0.861,0.637,0.24,0.0515,0.474,98.044
10,SICKO MODE,Travis Scott,2731357,2018,12,1,0.834,0.73,0.222,0.00513,0.446,155.008
11,KIKA (feat. Tory Lanez),6ix9ine,2718884,2018,12,1,0.745,0.715,0.245,0.128,0.342,94.513
12,TIC TOC (feat. Lil Baby),6ix9ine,2691783,2018,12,1,0.82,0.691,0.0723,0.0115,0.683,142.027
13,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,2555875,2018,12,1,0.753,0.498,0.0504,0.551,0.927,89.95
14,Adan y Eva,Paulo Londra,2427827,2018,12,1,0.767,0.709,0.336,0.323,0.72,171.993
15,Mo Bamba,Sheck Wes,2411028,2018,12,1,0.729,0.625,0.0315,0.194,0.261,146.034
16,Sweet but Psycho,Ava Max,2358468,2018,12,1,0.719,0.704,0.0476,0.0691,0.628,133.002
17,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,2357038,2018,12,1,0.703,0.723,0.0412,0.0302,0.288,104.969
18,Shallow,Lady Gaga,2350146,2018,12,1,0.572,0.385,0.0308,0.371,0.323,95.799
19,Going Bad (feat. Drake),Meek Mill,2343944,2018,12,1,0.889,0.496,0.0905,0.259,0.544,86.003
20,Bohemian Rhapsody - Remastered 2011,Queen,2318898,2018,12,1,0.397,0.396,0.05,0.254,0.227,142.913
21,It's Beginning to Look a Lot Like Christmas,Michael Bublé,2260007,2018,12,1,0.35,0.232,0.0331,0.907,0.381,93.269
22,Jingle Bell Rock,Bobby Helms,2239517,2018,12,1,0.754,0.424,0.0363,0.643,0.806,119.705
23,"MAMA (feat. Nicki Minaj, Kanye West)",6ix9ine,2110452,2018,12,1,0.761,0.672,0.212,0.0893,0.437,160.077
24,BEBE,6ix9ine,2103469,2018,12,1,0.635,0.902,0.109,0.172,0.286,102.063
25,Rockin' Around The Christmas Tree,Brenda Lee,2086367,2018,12,1,0.589,0.472,0.0502,0.614,0.898,67.196
26,when the party's over,Billie Eilish,2065368,2018,12,1,0.498,0.104,0.0621,0.979,0.205,124.001
27,Do They Know It's Christmas? - 1984 Version,Band Aid,1870078,2018,12,1,0.599,0.642,0.0363,0.164,0.349,115.412
28,It's the Most Wonderful Time of the Year,Andy Williams,1848506,2018,12,1,0.24,0.598,0.037,0.766,0.776,202.082
29,In My Mind,Dynoro,1848027,2018,12,1,0.694,0.77,0.149,0.176,0.163,125.905
30,Better,Khalid,1843142,2018,12,1,0.596,0.552,0.097,0.0765,0.112,97.949
31,Drip Too Hard (Lil Baby & Gunna),Lil Baby,1842931,2018,12,1,0.896,0.671,0.289,0.103,0.358,112.502
32,Mistletoe,Justin Bieber,1830200,2018,12,1,0.658,0.56,0.0467,0.498,0.854,161.994
33,Girls Like You (feat. Cardi B),Maroon 5,1830017,2018,12,1,0.851,0.541,0.0505,0.568,0.448,124.959
34,Lucid Dreams,Juice WRLD,1802026,2018,12,1,0.511,0.566,0.2,0.349,0.218,83.903
35,Eastside (with Halsey & Khalid),benny blanco,1751195,2018,12,1,0.56,0.68,0.321,0.555,0.319,89.391
36,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,1705952,2018,12,1,0.601,0.794,0.0671,0.00987,0.244,114.066
37,SAD!,XXXTENTACION,1692466,2018,12,1,0.74,0.613,0.145,0.258,0.473,75.023
38,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,1683313,2018,12,1,0.574,0.758,0.0621,0.0969,0.492,144.111
39,Promises (with Sam Smith),Calvin Harris,1661410,2018,12,1,0.781,0.768,0.0394,0.0119,0.486,123.07
40,FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,1633639,2018,12,1,0.931,0.387,0.412,0.088,0.376,125.978
41,Better Now,Post Malone,1608100,2018,12,1,0.68,0.563,0.0454,0.354,0.374,145.028
42,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,1599232,2018,12,1,0.603,0.321,0.0599,0.881,0.844,143.104
43,Moonlight,XXXTENTACION,1576876,2018,12,1,0.921,0.537,0.0804,0.556,0.711,128.009
44,Vaina Loca,Ozuna,1564812,2018,12,1,0.754,0.805,0.0752,0.315,0.555,93.983
45,Be Alright,Dean Lewis,1551888,2018,12,1,0.553,0.586,0.0362,0.697,0.443,126.684
46,BAD!,XXXTENTACION,1543961,2018,12,1,0.78,0.492,0.0671,0.0643,0.374,143.983
47,WAKA (feat. A Boogie Wit da Hoodie),6ix9ine,1534367,2018,12,1,0.772,0.812,0.153,0.0834,0.655,97.407
48,Let You Love Me,Rita Ora,1494278,2018,12,1,0.531,0.854,0.198,0.288,0.456,94.419
49,come out and play,Billie Eilish,1489320,2018,12,1,0.64,0.321,0.0931,0.693,0.177,145.045
50,Woman Like Me (feat. Nicki Minaj),Little Mix,1485314,2018,12,1,0.754,0.854,0.0608,0.177,0.8,75.002
51,Ruin My Life,Zara Larsson,1469726,2018,12,1,0.665,0.699,0.0578,0.423,0.585,124.896
52,Ella Quiere Beber - Remix,Anuel Aa,1460618,2018,12,1,0.751,0.665,0.124,0.265,0.698,95.239
53,Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,Paul McCartney,1452043,2018,12,1,0.774,0.511,0.0319,0.322,0.771,94.736
54,Happy Xmas (War Is Over) - Remastered,John Lennon,1429293,2018,12,1,0.328,0.607,0.0315,0.319,0.395,146.539
55,Wake Up in the Sky,Gucci Mane,1418871,2018,12,1,0.8,0.578,0.0485,0.00381,0.367,143.01
56,Kiss and Make Up,Dua Lipa,1401714,2018,12,1,0.675,0.729,0.146,0.0557,0.63,99.986
57,Have Yourself A Merry Little Christmas,Sam Smith,1398350,2018,12,1,0.399,0.181,0.0416,0.953,0.318,145.512
58,Calma - Remix,Pedro Capó,1394671,2018,12,1,0.826,0.773,0.0524,0.323,0.761,126.899
59,Falling Down - Bonus Track,Lil Peep,1393453,2018,12,1,0.669,0.574,0.0286,0.0175,0.273,120.013
60,Bad Liar,Imagine Dragons,1390943,2018,12,1,0.383,0.637,0.0703,0.0722,0.0827,177.913
61,Another One Bites The Dust - Remastered 2011,Queen,1382817,2018,12,1,0.933,0.528,0.161,0.112,0.754,109.967
62,Natural,Imagine Dragons,1366957,2018,12,1,0.704,0.611,0.0409,0.217,0.22,100
63,Holly Jolly Christmas,Michael Bublé,1338336,2018,12,1,0.647,0.465,0.0428,0.865,0.699,151.251
64,Happy Now,Kygo,1332616,2018,12,1,0.693,0.575,0.0801,0.374,0.492,117.999
65,Underneath the Tree,Kelly Clarkson,1326527,2018,12,1,0.509,0.812,0.0537,0.0013,0.689,159.876
66,Taste (feat. Offset),Tyga,1318479,2018,12,1,0.884,0.559,0.12,0.0236,0.342,97.994
67,White Christmas,Bing Crosby,1315483,2018,12,1,0.317,0.158,0.0381,0.673,0.247,130.503
68,lovely (with Khalid),Billie Eilish,1309094,2018,12,1,0.351,0.296,0.0333,0.934,0.12,115.284
69,In My Feelings,Drake,1291358,2018,12,1,0.835,0.626,0.125,0.0589,0.35,91.03
70,Cuando Te Besé,Becky G,1286430,2018,12,1,0.772,0.732,0.213,0.307,0.295,100.048
71,High Hopes,Panic! At The Disco,1271003,2018,12,1,0.579,0.904,0.0618,0.193,0.681,82.014
72,Youngblood,5 Seconds of Summer,1242213,2018,12,1,0.596,0.854,0.463,0.0169,0.152,120.274
73,Driving Home for Christmas,Chris Rea,1240941,2018,12,1,0.497,0.661,0.0361,0.328,0.894,180.225
74,On Me (feat. Cardi B),Meek Mill,1231918,2018,12,1,0.864,0.666,0.234,0.0482,0.538,132.12
75,I Like It,Cardi B,1213369,2018,12,1,0.816,0.726,0.129,0.099,0.65,136.048
76,MALA (feat. Anuel Aa),6ix9ine,1208081,2018,12,1,0.719,0.825,0.0424,0.689,0.789,100.006
77,rockstar (feat. 21 Savage),Post Malone,1201188,2018,12,1,0.587,0.535,0.0898,0.117,0.14,159.847
78,Imposible,Luis Fonsi,1201171,2018,12,1,0.786,0.764,0.0798,0.122,0.913,90.979
79,A Holly Jolly Christmas - Single Version,Burl Ives,1199762,2018,12,1,0.674,0.37,0.0309,0.616,0.862,140.352
80,I Love It (& Lil Pump),Kanye West,1189460,2018,12,1,0.901,0.522,0.33,0.0114,0.329,104.053
81,Don't Stop Me Now - Remastered,Queen,1180100,2018,12,1,0.559,0.868,0.17,0.0475,0.609,156.295
82,breathin,Ariana Grande,1163839,2018,12,1,0.568,0.656,0.0433,0.0211,0.364,100.049
83,Armed And Dangerous,Juice WRLD,1140658,2018,12,1,0.736,0.67,0.311,0.186,0.845,130.032
84,Adictiva,Daddy Yankee,1135877,2018,12,1,0.788,0.771,0.0563,0.291,0.701,99.038
85,Te Boté - Remix,Nio Garcia,1121702,2018,12,1,0.903,0.675,0.214,0.542,0.442,96.507
86,Jocelyn Flores,XXXTENTACION,1117090,2018,12,1,0.872,0.391,0.242,0.469,0.437,134.021
87,Feliz Navidad,José Feliciano,1114564,2018,12,1,0.485,0.857,0.0442,0.534,0.963,148.749
88,no tears left to cry,Ariana Grande,1112989,2018,12,1,0.699,0.713,0.0594,0.04,0.354,121.993
89,Somebody To Love - Remastered 2011,Queen,1111017,2018,12,1,0.492,0.676,0.0516,0.172,0.412,110.232
90,What's Free (feat. Rick Ross & Jay Z),Meek Mill,1107750,2018,12,1,0.511,0.718,0.404,0.000322,0.267,166.42
91,Bubalu,Becky G,1103530,2018,12,1,0.8,0.355,0.0895,0.616,0.253,145.929
92,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,1082599,2018,12,1,0.452,0.24,0.0351,0.912,0.701,134.005
93,The Christmas Song (Merry Christmas To You),Nat King Cole,1080024,2018,12,1,0.319,0.21,0.0341,0.92,0.209,78.696
94,Under Pressure - Remastered,Queen,1078517,2018,12,1,0.671,0.712,0.0476,0.429,0.462,113.805
95,Leave Me Alone,Flipp Dinero,1071247,2018,12,1,0.792,0.743,0.0851,0.107,0.742,150.024
96,Love Someone,Lukas Graham,1071113,2018,12,1,0.538,0.409,0.0505,0.172,0.265,171.838
97,God is a woman,Ariana Grande,1069799,2018,12,1,0.602,0.658,0.0558,0.0233,0.268,145.031
98,Nonstop,Drake,1058891,2018,12,1,0.912,0.412,0.124,0.0164,0.422,154.983
99,Uptown Vibes (feat. Fabolous & Anuel AA),Meek Mill,1052625,2018,12,1,0.655,0.835,0.059,0.0459,0.165,91.035
100,God's Plan,Drake,1048066,2018,12,1,0.754,0.449,0.109,0.0332,0.357,77.169
1,"thank u, next",Ariana Grande,6644376,2018,12,2,0.724,0.647,0.0658,0.28,0.435,106.96
2,All I Want for Christmas Is You,Mariah Carey,4050744,2018,12,2,0.335,0.625,0.0386,0.164,0.346,150.277
3,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,3909545,2018,12,2,0.841,0.798,0.229,0.153,0.591,95.948
4,MIA (feat. Drake),Bad Bunny,2986114,2018,12,2,0.817,0.539,0.0621,0.0141,0.158,97.062
5,Last Christmas,Wham!,2818171,2018,12,2,0.735,0.478,0.0293,0.189,0.947,107.682
6,Without Me,Halsey,2766943,2018,12,2,0.752,0.488,0.0705,0.297,0.533,136.041
7,Santa Tell Me,Ariana Grande,2744790,2018,12,2,0.506,0.628,0.173,0.0545,0.556,191.708
8,Happier,Marshmello,2618853,2018,12,2,0.687,0.792,0.0452,0.191,0.671,100.015
9,ZEZE (feat. Travis Scott & Offset),Kodak Black,2403688,2018,12,2,0.861,0.637,0.24,0.0515,0.474,98.044
10,SICKO MODE,Travis Scott,2373984,2018,12,2,0.834,0.73,0.222,0.00513,0.446,155.008
11,It's Beginning to Look a Lot Like Christmas,Michael Bublé,2331765,2018,12,2,0.35,0.232,0.0331,0.907,0.381,93.269
12,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,2326520,2018,12,2,0.753,0.498,0.0504,0.551,0.927,89.95
13,TIC TOC (feat. Lil Baby),6ix9ine,2234069,2018,12,2,0.82,0.691,0.0723,0.0115,0.683,142.027
14,KIKA (feat. Tory Lanez),6ix9ine,2185190,2018,12,2,0.745,0.715,0.245,0.128,0.342,94.513
15,Adan y Eva,Paulo Londra,2172294,2018,12,2,0.767,0.709,0.336,0.323,0.72,171.993
16,Jingle Bell Rock,Bobby Helms,2140910,2018,12,2,0.754,0.424,0.0363,0.643,0.806,119.705
17,Mo Bamba,Sheck Wes,2133670,2018,12,2,0.729,0.625,0.0315,0.194,0.261,146.034
18,Shallow,Lady Gaga,2078546,2018,12,2,0.572,0.385,0.0308,0.371,0.323,95.799
19,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,2075077,2018,12,2,0.703,0.723,0.0412,0.0302,0.288,104.969
20,Bohemian Rhapsody - Remastered 2011,Queen,2074362,2018,12,2,0.397,0.396,0.05,0.254,0.227,142.913
21,Sweet but Psycho,Ava Max,2056220,2018,12,2,0.719,0.704,0.0476,0.0691,0.628,133.002
22,Rockin' Around The Christmas Tree,Brenda Lee,2037951,2018,12,2,0.589,0.472,0.0502,0.614,0.898,67.196
23,Going Bad (feat. Drake),Meek Mill,1973607,2018,12,2,0.889,0.496,0.0905,0.259,0.544,86.003
24,when the party's over,Billie Eilish,1962315,2018,12,2,0.498,0.104,0.0621,0.979,0.205,124.001
25,Do They Know It's Christmas? - 1984 Version,Band Aid,1864872,2018,12,2,0.599,0.642,0.0363,0.164,0.349,115.412
26,It's the Most Wonderful Time of the Year,Andy Williams,1803392,2018,12,2,0.24,0.598,0.037,0.766,0.776,202.082
27,BEBE,6ix9ine,1741812,2018,12,2,0.635,0.902,0.109,0.172,0.286,102.063
28,Mistletoe,Justin Bieber,1726948,2018,12,2,0.658,0.56,0.0467,0.498,0.854,161.994
29,Better,Khalid,1707079,2018,12,2,0.596,0.552,0.097,0.0765,0.112,97.949
30,Drip Too Hard (Lil Baby & Gunna),Lil Baby,1653373,2018,12,2,0.896,0.671,0.289,0.103,0.358,112.502
31,"MAMA (feat. Nicki Minaj, Kanye West)",6ix9ine,1642528,2018,12,2,0.761,0.672,0.212,0.0893,0.437,160.077
32,Lucid Dreams,Juice WRLD,1640752,2018,12,2,0.511,0.566,0.2,0.349,0.218,83.903
33,Girls Like You (feat. Cardi B),Maroon 5,1628276,2018,12,2,0.851,0.541,0.0505,0.568,0.448,124.959
34,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,1612440,2018,12,2,0.601,0.794,0.0671,0.00987,0.244,114.066
35,Eastside (with Halsey & Khalid),benny blanco,1582169,2018,12,2,0.56,0.68,0.321,0.555,0.319,89.391
36,SAD!,XXXTENTACION,1549417,2018,12,2,0.74,0.613,0.145,0.258,0.473,75.023
37,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,1547922,2018,12,2,0.603,0.321,0.0599,0.881,0.844,143.104
38,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,1536298,2018,12,2,0.574,0.758,0.0621,0.0969,0.492,144.111
39,In My Mind,Dynoro,1519350,2018,12,2,0.694,0.77,0.149,0.176,0.163,125.905
40,Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,Paul McCartney,1482949,2018,12,2,0.774,0.511,0.0319,0.322,0.771,94.736
41,Happy Xmas (War Is Over) - Remastered,John Lennon,1473958,2018,12,2,0.328,0.607,0.0315,0.319,0.395,146.539
42,Be Alright,Dean Lewis,1452668,2018,12,2,0.553,0.586,0.0362,0.697,0.443,126.684
43,Better Now,Post Malone,1437970,2018,12,2,0.68,0.563,0.0454,0.354,0.374,145.028
44,Moonlight,XXXTENTACION,1431096,2018,12,2,0.921,0.537,0.0804,0.556,0.711,128.009
45,come out and play,Billie Eilish,1408780,2018,12,2,0.64,0.321,0.0931,0.693,0.177,145.045
46,Promises (with Sam Smith),Calvin Harris,1373406,2018,12,2,0.781,0.768,0.0394,0.0119,0.486,123.07
47,FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,1370258,2018,12,2,0.931,0.387,0.412,0.088,0.376,125.978
48,Have Yourself A Merry Little Christmas,Sam Smith,1354923,2018,12,2,0.399,0.181,0.0416,0.953,0.318,145.512
49,BAD!,XXXTENTACION,1353914,2018,12,2,0.78,0.492,0.0671,0.0643,0.374,143.983
50,Vaina Loca,Ozuna,1332317,2018,12,2,0.754,0.805,0.0752,0.315,0.555,93.983
51,Woman Like Me (feat. Nicki Minaj),Little Mix,1320740,2018,12,2,0.754,0.854,0.0608,0.177,0.8,75.002
52,Driving Home for Christmas,Chris Rea,1317197,2018,12,2,0.497,0.661,0.0361,0.328,0.894,180.225
53,White Christmas,Bing Crosby,1313725,2018,12,2,0.317,0.158,0.0381,0.673,0.247,130.503
54,Ruin My Life,Zara Larsson,1309625,2018,12,2,0.665,0.699,0.0578,0.423,0.585,124.896
55,Let You Love Me,Rita Ora,1298118,2018,12,2,0.531,0.854,0.198,0.288,0.456,94.419
56,lovely (with Khalid),Billie Eilish,1297336,2018,12,2,0.351,0.296,0.0333,0.934,0.12,115.284
57,Wake Up in the Sky,Gucci Mane,1296765,2018,12,2,0.8,0.578,0.0485,0.00381,0.367,143.01
58,Holly Jolly Christmas,Michael Bublé,1286682,2018,12,2,0.647,0.465,0.0428,0.865,0.699,151.251
59,Underneath the Tree,Kelly Clarkson,1254391,2018,12,2,0.509,0.812,0.0537,0.0013,0.689,159.876
60,Kiss and Make Up,Dua Lipa,1252272,2018,12,2,0.675,0.729,0.146,0.0557,0.63,99.986
61,Calma - Remix,Pedro Capó,1251268,2018,12,2,0.826,0.773,0.0524,0.323,0.761,126.899
62,WAKA (feat. A Boogie Wit da Hoodie),6ix9ine,1249801,2018,12,2,0.772,0.812,0.153,0.0834,0.655,97.407
63,Falling Down - Bonus Track,Lil Peep,1246850,2018,12,2,0.669,0.574,0.0286,0.0175,0.273,120.013
64,Ella Quiere Beber - Remix,Anuel Aa,1246184,2018,12,2,0.751,0.665,0.124,0.265,0.698,95.239
65,Another One Bites The Dust - Remastered 2011,Queen,1228916,2018,12,2,0.933,0.528,0.161,0.112,0.754,109.967
66,Bad Liar,Imagine Dragons,1225005,2018,12,2,0.383,0.637,0.0703,0.0722,0.0827,177.913
67,Natural,Imagine Dragons,1199615,2018,12,2,0.704,0.611,0.0409,0.217,0.22,100
68,Feliz Navidad,José Feliciano,1169831,2018,12,2,0.485,0.857,0.0442,0.534,0.963,148.749
69,In My Feelings,Drake,1134200,2018,12,2,0.835,0.626,0.125,0.0589,0.35,91.03
70,Happy Now,Kygo,1128325,2018,12,2,0.693,0.575,0.0801,0.374,0.492,117.999
71,A Holly Jolly Christmas - Single Version,Burl Ives,1127709,2018,12,2,0.674,0.37,0.0309,0.616,0.862,140.352
72,Taste (feat. Offset),Tyga,1123882,2018,12,2,0.884,0.559,0.12,0.0236,0.342,97.994
73,Cuando Te Besé,Becky G,1123291,2018,12,2,0.772,0.732,0.213,0.307,0.295,100.048
74,High Hopes,Panic! At The Disco,1117011,2018,12,2,0.579,0.904,0.0618,0.193,0.681,82.014
75,Youngblood,5 Seconds of Summer,1116762,2018,12,2,0.596,0.854,0.463,0.0169,0.152,120.274
76,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,1096192,2018,12,2,0.452,0.24,0.0351,0.912,0.701,134.005
77,breathin,Ariana Grande,1079828,2018,12,2,0.568,0.656,0.0433,0.0211,0.364,100.049
78,The Christmas Song (Merry Christmas To You),Nat King Cole,1079360,2018,12,2,0.319,0.21,0.0341,0.92,0.209,78.696
79,rockstar (feat. 21 Savage),Post Malone,1064108,2018,12,2,0.587,0.535,0.0898,0.117,0.14,159.847
80,Jocelyn Flores,XXXTENTACION,1054429,2018,12,2,0.872,0.391,0.242,0.469,0.437,134.021
81,I Like It,Cardi B,1053982,2018,12,2,0.816,0.726,0.129,0.099,0.65,136.048
82,Don't Stop Me Now - Remastered,Queen,1047786,2018,12,2,0.559,0.868,0.17,0.0475,0.609,156.295
83,Somebody To Love - Remastered 2011,Queen,1019489,2018,12,2,0.492,0.676,0.0516,0.172,0.412,110.232
84,Imposible,Luis Fonsi,1017217,2018,12,2,0.786,0.764,0.0798,0.122,0.913,90.979
85,Love Someone,Lukas Graham,1014032,2018,12,2,0.538,0.409,0.0505,0.172,0.265,171.838
86,no tears left to cry,Ariana Grande,1010703,2018,12,2,0.699,0.713,0.0594,0.04,0.354,121.993
87,I Love It (& Lil Pump),Kanye West,1004699,2018,12,2,0.901,0.522,0.33,0.0114,0.329,104.053
88,Armed And Dangerous,Juice WRLD,1003737,2018,12,2,0.736,0.67,0.311,0.186,0.845,130.032
89,MALA (feat. Anuel Aa),6ix9ine,990346,2018,12,2,0.719,0.825,0.0424,0.689,0.789,100.006
90,Fairytale of New York (feat. Kirsty MacColl),The Pogues,985050,2018,12,2,0.319,0.651,0.0342,0.501,0.474,118.501
91,God is a woman,Ariana Grande,980140,2018,12,2,0.602,0.658,0.0558,0.0233,0.268,145.031
92,My Only Wish (This Year),Britney Spears,970349,2018,12,2,0.666,0.647,0.0271,0.203,0.708,147.086
93,Te Boté - Remix,Nio Garcia,970113,2018,12,2,0.903,0.675,0.214,0.542,0.442,96.507
94,Adictiva,Daddy Yankee,968121,2018,12,2,0.788,0.771,0.0563,0.291,0.701,99.038
95,Under Pressure - Remastered,Queen,965295,2018,12,2,0.671,0.712,0.0476,0.429,0.462,113.805
96,Leave Me Alone,Flipp Dinero,962274,2018,12,2,0.792,0.743,0.0851,0.107,0.742,150.024
97,Santa Baby,Ariana Grande,961943,2018,12,2,0.747,0.776,0.144,0.0581,0.812,95.991
98,SOLO,JENNIE,961693,2018,12,2,0.751,0.642,0.087,0.0861,0.388,95.045
99,Bubalu,Becky G,959127,2018,12,2,0.8,0.355,0.0895,0.616,0.253,145.929
100,Sleigh Ride,The Ronettes,947577,2018,12,2,0.528,0.772,0.0288,0.403,0.852,91.735
1,"thank u, next",Ariana Grande,7450416,2018,12,3,0.724,0.647,0.0658,0.28,0.435,106.96
2,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,3970284,2018,12,3,0.841,0.798,0.229,0.153,0.591,95.948
3,Without Me,Halsey,3300720,2018,12,3,0.752,0.488,0.0705,0.297,0.533,136.041
4,All I Want for Christmas Is You,Mariah Carey,3186596,2018,12,3,0.335,0.625,0.0386,0.164,0.346,150.277
5,MIA (feat. Drake),Bad Bunny,3140172,2018,12,3,0.817,0.539,0.0621,0.0141,0.158,97.062
6,Happier,Marshmello,2808558,2018,12,3,0.687,0.792,0.0452,0.191,0.671,100.015
7,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,2637954,2018,12,3,0.753,0.498,0.0504,0.551,0.927,89.95
8,ZEZE (feat. Travis Scott & Offset),Kodak Black,2636349,2018,12,3,0.861,0.637,0.24,0.0515,0.474,98.044
9,SICKO MODE,Travis Scott,2593800,2018,12,3,0.834,0.73,0.222,0.00513,0.446,155.008
10,TIC TOC (feat. Lil Baby),6ix9ine,2501726,2018,12,3,0.82,0.691,0.0723,0.0115,0.683,142.027
11,Going Bad (feat. Drake),Meek Mill,2455827,2018,12,3,0.889,0.496,0.0905,0.259,0.544,86.003
12,KIKA (feat. Tory Lanez),6ix9ine,2431660,2018,12,3,0.745,0.715,0.245,0.128,0.342,94.513
13,Sweet but Psycho,Ava Max,2352256,2018,12,3,0.719,0.704,0.0476,0.0691,0.628,133.002
14,Shallow,Lady Gaga,2318097,2018,12,3,0.572,0.385,0.0308,0.371,0.323,95.799
15,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,2308212,2018,12,3,0.703,0.723,0.0412,0.0302,0.288,104.969
16,Adan y Eva,Paulo Londra,2282982,2018,12,3,0.767,0.709,0.336,0.323,0.72,171.993
17,Santa Tell Me,Ariana Grande,2277934,2018,12,3,0.506,0.628,0.173,0.0545,0.556,191.708
18,Mo Bamba,Sheck Wes,2223778,2018,12,3,0.729,0.625,0.0315,0.194,0.261,146.034
19,when the party's over,Billie Eilish,2201867,2018,12,3,0.498,0.104,0.0621,0.979,0.205,124.001
20,Last Christmas,Wham!,2119050,2018,12,3,0.735,0.478,0.0293,0.189,0.947,107.682
21,Bohemian Rhapsody - Remastered 2011,Queen,2109281,2018,12,3,0.397,0.396,0.05,0.254,0.227,142.913
22,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,2021494,2018,12,3,0.601,0.794,0.0671,0.00987,0.244,114.066
23,Better,Khalid,1974779,2018,12,3,0.596,0.552,0.097,0.0765,0.112,97.949
24,Drip Too Hard (Lil Baby & Gunna),Lil Baby,1826252,2018,12,3,0.896,0.671,0.289,0.103,0.358,112.502
25,BEBE,6ix9ine,1777573,2018,12,3,0.635,0.902,0.109,0.172,0.286,102.063
26,"MAMA (feat. Nicki Minaj, Kanye West)",6ix9ine,1749897,2018,12,3,0.761,0.672,0.212,0.0893,0.437,160.077
27,Eastside (with Halsey & Khalid),benny blanco,1738329,2018,12,3,0.56,0.68,0.321,0.555,0.319,89.391
28,It's Beginning to Look a Lot Like Christmas,Michael Bublé,1729028,2018,12,3,0.35,0.232,0.0331,0.907,0.381,93.269
29,Girls Like You (feat. Cardi B),Maroon 5,1718618,2018,12,3,0.851,0.541,0.0505,0.568,0.448,124.959
30,Lucid Dreams,Juice WRLD,1690720,2018,12,3,0.511,0.566,0.2,0.349,0.218,83.903
31,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,1689509,2018,12,3,0.574,0.758,0.0621,0.0969,0.492,144.111
32,Be Alright,Dean Lewis,1642957,2018,12,3,0.553,0.586,0.0362,0.697,0.443,126.684
33,Jingle Bell Rock,Bobby Helms,1624075,2018,12,3,0.754,0.424,0.0363,0.643,0.806,119.705
34,In My Mind,Dynoro,1608416,2018,12,3,0.694,0.77,0.149,0.176,0.163,125.905
35,SAD!,XXXTENTACION,1585855,2018,12,3,0.74,0.613,0.145,0.258,0.473,75.023
36,come out and play,Billie Eilish,1576484,2018,12,3,0.64,0.321,0.0931,0.693,0.177,145.045
37,Rockin' Around The Christmas Tree,Brenda Lee,1559971,2018,12,3,0.589,0.472,0.0502,0.614,0.898,67.196
38,Better Now,Post Malone,1549770,2018,12,3,0.68,0.563,0.0454,0.354,0.374,145.028
39,Promises (with Sam Smith),Calvin Harris,1524748,2018,12,3,0.781,0.768,0.0394,0.0119,0.486,123.07
40,Let You Love Me,Rita Ora,1507616,2018,12,3,0.531,0.854,0.198,0.288,0.456,94.419
41,Mistletoe,Justin Bieber,1462302,2018,12,3,0.658,0.56,0.0467,0.498,0.854,161.994
42,Ruin My Life,Zara Larsson,1455191,2018,12,3,0.665,0.699,0.0578,0.423,0.585,124.896
43,Moonlight,XXXTENTACION,1452535,2018,12,3,0.921,0.537,0.0804,0.556,0.711,128.009
